Estacao,Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao Piche,Temp Comp Media,Umidade Relativa Media,Velocidade do Vento Media
83767,21/09/02,0,,22.3,,10.5,1.2,16.08,57.25,1.333333
83767,21/09/02,1200,25.3,,10.1,,,,,
83767,22/09/02,0,,24.3,,11.2,4.9,17.58,62.25,0.666667
83767,22/09/02,1200,0,,11.4,,,,,
83767,23/09/02,0,,24.9,,6.6,4.1,19.28,73,0
83767,23/09/02,1200,0,,14.9,,,,,
83767,24/09/02,0,,26.3,,10.9,2.8,20.28,49.75,0.666667
83767,24/09/02,1200,0,,14.3,,,,,
83767,25/09/02,0,,27.1,,11.1,6.4,20.32,52.75,0.666667
83767,25/09/02,1200,0,,13.7,,,,,
83767,26/09/02,0,,28.9,,11.4,6,22.52,45.75,0.666667
83767,26/09/02,1200,0,,16.3,,,,,
83767,27/09/02,0,,31.2,,11,7.9,23.92,47.5,0.666667
83767,27/09/02,1200,0,,18.3,,,,,
83767,28/09/02,0,,31.9,,10.8,7.3,24.62,50.5,0
83767,28/09/02,1200,0,,18,,,,,
83767,29/09/02,0,,33.4,,10.5,7.7,26.14,43.75,1
83767,29/09/02,1200,0,,17.2,,,,,
83767,30/09/02,0,,34.1,,6.3,9,26.18,53.25,2
83767,30/09/02,1200,0,,22,,,,,
83767,01/10/02,0,,29.4,,7.7,6.4,23.38,77.75,0.333333
83767,01/10/02,1200,4.5,,19.4,,,,,
83767,02/10/02,0,,29.8,,10.5,4,24.02,58.75,2
83767,02/10/02,1200,0,,18.9,,,,,
83767,03/10/02,0,,26,,0.3,7.1,20.76,80.25,1.666667
83767,03/10/02,1200,0,,16.9,,,,,
83767,04/10/02,0,,33.6,,9.9,1.7,25.4,60.75,0.666667
83767,04/10/02,1200,8.4,,15.1,,,,,
83767,05/10/02,0,,34.7,,8,5,28.64,53.75,2.666667
83767,05/10/02,1200,0,,22.8,,,,,
83767,06/10/02,0,,35.4,,9.8,7.2,28.84,44.75,0.666667
83767,06/10/02,1200,0,,23.1,,,,,
83767,07/10/02,0,,35.8,,10.9,9.3,29.86,47.25,1
83767,07/10/02,1200,0,,24.4,,,,,
83767,08/10/02,0,,35.5,,9.9,8.5,28.24,55.25,1
83767,08/10/02,1200,0,,24.3,,,,,
83767,09/10/02,0,,36.2,,10.5,8.5,28.96,41,0.066667
83767,09/10/02,1200,0,,22.3,,,,,
83767,10/10/02,0,,36.7,,11.1,9.5,30.1,37,0.666667
83767,10/10/02,1200,0,,24.2,,,,,
83767,11/10/02,0,,36.4,,10.5,10.2,28.22,50.25,1.666667
83767,11/10/02,1200,0,,22.3,,,,,
83767,12/10/02,0,,26.4,,0,9.2,24.12,70,1
83767,12/10/02,1200,0,,23,,,,,
83767,13/10/02,0,,31.1,,3.6,4.3,25.88,61,0.333333
83767,13/10/02,1200,0,,21.6,,,,,
83767,14/10/02,0,,31,,1.4,6.2,27.16,61,1.333333
83767,14/10/02,1200,0,,23.9,,,,,
83767,15/10/02,0,,34.6,,4.2,5.8,27.98,52.25,1
83767,15/10/02,1200,0,,22.8,,,,,
83767,16/10/02,0,,34.5,,3.7,8.2,26.06,62.25,2.333333
83767,16/10/02,1200,2,,22.1,,,,,
83767,17/10/02,0,,30.7,,3.8,7.2,25.76,65.25,0.333333
83767,17/10/02,1200,0.5,,20.1,,,,,
83767,18/10/02,0,,25.7,,0,5,22.16,72.75,1
83767,18/10/02,1200,0.1,,20,,,,,
83767,19/10/02,0,,33.2,,4.4,3.5,26.3,58.5,0.666667
83767,19/10/02,1200,0,,21,,,,,
83767,20/10/02,0,,33.8,,8.1,6.6,27.34,61.5,1
83767,20/10/02,1200,0,,20,,,,,
83767,21/10/02,0,,34.5,,7.2,7.5,24.34,73.25,1
83767,21/10/02,1200,0,,19,,,,,
83767,22/10/02,0,,27.9,,3,5.2,23.24,78.25,0.666667
83767,22/10/02,1200,40.8,,19,,,,,
83767,23/10/02,0,,29.6,,10.9,4.2,23.46,57.75,1.666667
83767,23/10/02,1200,0,,17.5,,,,,
83767,24/10/02,0,,33.9,,10.5,6.8,26.64,56.75,1
83767,24/10/02,1200,0,,19,,,,,
83767,25/10/02,0,,32,,3,6.6,24.8,82.5,1.666667
83767,25/10/02,1200,0,,21.6,,,,,
83767,26/10/02,0,,26.2,,2.9,4.4,21.3,85.75,1.666667
83767,26/10/02,1200,1.4,,18.2,,,,,
83767,27/10/02,0,,31.5,,6.1,2.7,24.58,68.25,0.333333
83767,27/10/02,1200,4.1,,17.2,,,,,
83767,28/10/02,0,,33.4,,6.8,4.6,25.44,64.5,1
83767,28/10/02,1200,0,,21.3,,,,,
83767,29/10/02,0,,30.3,,0.2,6.2,24.6,73.25,0.666667
83767,29/10/02,1200,0,,22.6,,,,,
83767,30/10/02,0,,27.2,,1.2,3.7,22.92,84,0.666667
83767,30/10/02,1200,1.8,,20.4,,,,,
83767,31/10/02,0,,28.3,,5.1,3,23.98,69,0.333333
83767,31/10/02,1200,2.1,,19.9,,,,,
83767,01/11/02,0,,31.4,,11.5,4,25.56,57.5,0.333333
83767,01/11/02,1200,0,,20.4,,,,,
83767,02/11/02,0,,32.1,,11.5,6.7,26.34,50.75,0.666667
83767,02/11/02,1200,0,,19.8,,,,,
83767,03/11/02,0,,34.5,,11.8,7.5,28.44,45,1.333333
83767,03/11/02,1200,0,,21.9,,,,,
83767,04/11/02,0,,29.1,,1.2,8.3,22.66,81.75,1
83767,04/11/02,1200,36,,19.5,,,,,
83767,05/11/02,0,,27.4,,4.4,2.7,22.24,71.25,0.666667
83767,05/11/02,1200,0,,18.6,,,,,
83767,06/11/02,0,,26.9,,11.7,4.1,20.88,57.75,2
83767,06/11/02,1200,0,,16.4,,,,,
83767,07/11/02,0,,27.1,,12,5.7,20.52,49,1.666667
83767,07/11/02,1200,0,,13.4,,,,,
83767,08/11/02,0,,28.9,,11.8,7.3,22.34,49.25,1.333333
83767,08/11/02,1200,0,,15.3,,,,,
83767,09/11/02,0,,34.1,,12,7.8,26.88,42.75,1
83767,09/11/02,1200,0,,18.9,,,,,
83767,10/11/02,0,,28.1,,0,9.4,23.34,89.5,0.666667
83767,10/11/02,1200,0,,19.8,,,,,
83767,11/11/02,0,,26,,10.7,1.9,20.74,59,1
83767,11/11/02,1200,34,,16.8,,,,,
83767,12/11/02,0,,30.6,,7.2,6.6,24.54,55.25,1
83767,12/11/02,1200,0,,17.7,,,,,
83767,13/11/02,0,,25,,0,7.3,18.66,93.25,1
83767,13/11/02,1200,6.2,,16.2,,,,,
83767,14/11/02,0,,27.2,,4.2,1.4,20.82,84.25,2.666667
83767,14/11/02,1200,15.5,,16.3,,,,,
83767,15/11/02,0,,27.9,,6.2,2.2,22.72,84.25,0.666667
83767,15/11/02,1200,25,,17.4,,,,,
83767,16/11/02,0,,25.7,,0.3,3.2,22.42,92.5,0.333333
83767,16/11/02,1200,1.6,,20,,,,,
83767,17/11/02,0,,34,,11.6,1.6,27.42,64.5,0.333333
83767,17/11/02,1200,8.8,,20.2,,,,,
83767,18/11/02,0,,33.1,,6.6,6.4,24.62,76.5,1.333333
83767,18/11/02,1200,0,,20.6,,,,,
83767,19/11/02,0,,26.8,,1.3,3.4,23.4,85.75,0.666667
83767,19/11/02,1200,58.3,,19.8,,,,,
83767,20/11/02,0,,33.4,,11.5,2.7,27.98,65.75,0.666667
83767,20/11/02,1200,0.3,,22.8,,,,,
83767,21/11/02,0,,34.4,,5.3,5.9,26.04,72.75,0.5
83767,21/11/02,1200,0,,22.2,,,,,
83767,22/11/02,0,,30.4,,8.3,4.5,25.32,68.25,1.333333
83767,22/11/02,1200,0.8,,22,,,,,
83767,23/11/02,0,,33,,11.6,5.7,26.68,59,1
83767,23/11/02,1200,0,,20,,,,,
83767,24/11/02,0,,31.5,,6.9,5.5,25.32,82,1.333333
83767,24/11/02,1200,0,,22.5,,,,,
83767,25/11/02,0,,28.9,,2.7,3.3,24.06,87.75,0.666667
83767,25/11/02,1200,74.1,,21.4,,,,,
83767,26/11/02,0,,26.4,,0.2,2.1,23.96,91.25,0.666667
83767,26/11/02,1200,12.8,,22,,,,,
83767,27/11/02,0,,33,,9,1.2,25.72,76.5,1
83767,27/11/02,1200,25.1,,22.1,,,,,
83767,28/11/02,0,,26.3,,0.7,3.2,23.02,88.5,0.666667
83767,28/11/02,1200,35.5,,21.3,,,,,
83767,29/11/02,0,,28.5,,0.6,1.8,24.46,91,0.333333
83767,29/11/02,1200,0,,21.2,,,,,
83767,30/11/02,0,,30.5,,7.9,1.7,25.06,80.75,0.333333
83767,30/11/02,1200,24.8,,22,,,,,
83767,01/12/02,0,,31.9,,7.9,9.8,24.72,85,0.666667
83767,01/12/02,1200,0.1,,21.7,,,,,
83767,02/12/02,0,,25.3,,0,2.8,22.86,88.5,0.666667
83767,02/12/02,1200,49,,20.8,,,,,
83767,03/12/02,0,,29.7,,5.9,1.4,25.58,76.75,0.666667
83767,03/12/02,1200,0,,21.8,,,,,
83767,04/12/02,0,,31.9,,8,3.8,26.6,72.25,0.666667
83767,04/12/02,1200,1.6,,21.9,,,,,
83767,05/12/02,0,,33.3,,6.9,4.3,26.68,66.75,1
83767,05/12/02,1200,0,,23.3,,,,,
83767,06/12/02,0,,32.6,,4.7,4.4,26.3,76.25,0.666667
83767,06/12/02,1200,0.1,,23.7,,,,,
83767,07/12/02,0,,26.5,,1.3,3.9,23.9,83.5,0.333333
83767,07/12/02,1200,1.2,,20,,,,,
83767,08/12/02,0,,28.5,,6.9,1.1,24.14,80.75,0.333333
83767,08/12/02,1200,48,,20.7,,,,,
83767,09/12/02,0,,27.3,,13.7,3.3,23.06,69.25,1
83767,09/12/02,1200,13.4,,20,,,,,
83767,10/12/02,0,,28.1,,7.5,4.2,24.22,67.5,0.333333
83767,10/12/02,1200,0,,18.8,,,,,
83767,11/12/02,0,,29.7,,7.4,4.3,25.26,70.75,0.333333
83767,11/12/02,1200,0,,21,,,,,
83767,12/12/02,0,,32.3,,11.2,4.2,26,69,0.333333
83767,12/12/02,1200,0,,22.3,,,,,
83767,13/12/02,0,,33.2,,11.6,3.7,27.64,61.5,0.333333
83767,13/12/02,1200,0,,22.6,,,,,
83767,14/12/02,0,,32.3,,8.3,6.5,25,82.5,0.666667
83767,14/12/02,1200,0,,22,,,,,
83767,15/12/02,0,,28.7,,1.1,3,22.94,86.25,0.666667
83767,15/12/02,1200,11.2,,20.6,,,,,
83767,16/12/02,0,,30.6,,9.8,1.6,25.16,76.5,0.666667
83767,16/12/02,1200,13.7,,19.9,,,,,
83767,17/12/02,0,,32.5,,9.6,3.6,27.46,63.25,1
83767,17/12/02,1200,0,,22.2,,,,,
83767,18/12/02,0,,32.7,,10.6,6.8,27.62,59,0.666667
83767,18/12/02,1200,0,,22.2,,,,,
83767,19/12/02,0,,33.7,,11.2,6.4,27.7,59,1
83767,19/12/02,1200,0,,20.6,,,,,
83767,20/12/02,0,,33.3,,4.9,6.9,27.22,69.5,0.333333
83767,20/12/02,1200,0,,24.9,,,,,
83767,21/12/02,0,,32.3,,4.8,5.7,24.34,87.75,0.333333
83767,21/12/02,1200,0,,20.2,,,,,
83767,22/12/02,0,,31.4,,10.5,1.3,26.56,71.75,0.666667
83767,22/12/02,1200,31.1,,20.6,,,,,
83767,23/12/02,0,,28.8,,2.8,5.1,25.08,88,0.666667
83767,23/12/02,1200,21.3,,20.6,,,,,
83767,24/12/02,0,,29.4,,2.6,2,25.08,87.75,0.666667
83767,24/12/02,1200,9.3,,23.2,,,,,
83767,25/12/02,0,,30,,11,1.8,25.16,70,0.333333
83767,25/12/02,1200,1.2,,21.4,,,,,
83767,26/12/02,0,,30,,11.3,5,24.82,67.75,0.666667
83767,26/12/02,1200,0,,19.8,,,,,
83767,27/12/02,0,,30.5,,10.8,5,24.82,64.25,0.333333
83767,27/12/02,1200,0,,18.6,,,,,
83767,28/12/02,0,,32.4,,11.9,4.4,26.94,60.75,0.666667
83767,28/12/02,1200,0,,21.3,,,,,
83767,29/12/02,0,,34.1,,11.8,6.1,28.4,55.25,0.666667
83767,29/12/02,1200,0,,23.3,,,,,
83767,30/12/02,0,,35.3,,11.9,7.4,28.82,53.75,0.666667
83767,30/12/02,1200,0,,23.4,,,,,
83767,31/12/02,0,,35.9,,10.3,6.9,28.08,64,0.333333
83767,31/12/02,1200,0,,24.7,,,,,
83767,01/01/03,0,,34.2,,9.3,5.5,27.24,72.75,0
83767,01/01/03,1200,8.6,,22.6,,,,,
83767,02/01/03,0,,32,,2.5,3.9,26.36,78.5,0.333333
83767,02/01/03,1200,2,,23.4,,,,,
83767,03/01/03,0,,29.9,,3,2.6,24.92,86,0.666667
83767,03/01/03,1200,14.5,,21.9,,,,,
83767,04/01/03,0,,26.7,,0.7,1.9,24.1,91,0.666667
83767,04/01/03,1200,0.3,,22.7,,,,,
83767,05/01/03,0,,30.7,,3,1.2,25.1,89.25,0.666667
83767,05/01/03,1200,25.4,,22,,,,,
83767,06/01/03,0,,30.4,,2.2,1.5,26.1,79.25,0
83767,06/01/03,1200,1.8,,21.8,,,,,
83767,07/01/03,0,,32.9,,11.9,3.7,27.6,64.25,1
83767,07/01/03,1200,0,,22.3,,,,,
83767,08/01/03,0,,33,,11.9,5.3,27.9,54,0.666667
83767,08/01/03,1200,0,,23.7,,,,,
83767,09/01/03,0,,34.7,,10.8,8.3,28.84,60,0.333333
83767,09/01/03,1200,0,,22.8,,,,,
83767,10/01/03,0,,30.9,,4.6,5.1,25.18,89.25,0.333333
83767,10/01/03,1200,0,,21.8,,,,,
83767,11/01/03,0,,28.1,,2.8,1.6,23.68,85.25,1
83767,11/01/03,1200,48.2,,20.7,,,,,
83767,12/01/03,0,,28.1,,1.5,1.1,23.16,91.25,0
83767,12/01/03,1200,16.3,,21,,,,,
83767,13/01/03,0,,26.4,,0.3,1.6,23.24,85.25,3.333333
83767,13/01/03,1200,15.6,,21,,,,,
83767,14/01/03,0,,27.5,,3.2,3.7,23.78,85,0.333333
83767,14/01/03,1200,1.8,,20.6,,,,,
83767,15/01/03,0,,29.9,,9.5,0.6,25.34,77,0.333333
83767,15/01/03,1200,0,,20.3,,,,,
83767,16/01/03,0,,31.3,,9.8,3.7,25.56,74.25,0.333333
83767,16/01/03,1200,3.5,,21.2,,,,,
83767,17/01/03,0,,31.3,,9.7,4.1,26.02,78.25,0.666667
83767,17/01/03,1200,0,,22.4,,,,,
83767,18/01/03,0,,31.9,,6.9,2.5,26.5,73,0.666667
83767,18/01/03,1200,0,,22,,,,,
83767,19/01/03,0,,32.3,,12.1,4.5,27.54,63.75,1
83767,19/01/03,1200,0,,22.8,,,,,
83767,20/01/03,0,,29.3,,2.8,4.5,25.8,82,0.666667
83767,20/01/03,1200,0,,23.9,,,,,
83767,21/01/03,0,,30.5,,7.7,2,26.14,82.75,0
83767,21/01/03,1200,1,,22.8,,,,,
83767,22/01/03,0,,29.9,,6.5,2.5,25.58,83.75,0.666667
83767,22/01/03,1200,4.7,,23,,,,,
83767,23/01/03,0,,25.6,,0.1,2.2,22.36,93.5,0.333333
83767,23/01/03,1200,57.4,,20.8,,,,,
83767,24/01/03,0,,27.3,,3.2,1.8,24.1,86.25,0.333333
83767,24/01/03,1200,14.2,,21.6,,,,,
83767,25/01/03,0,,25.5,,0,0.7,22.58,91,0.666667
83767,25/01/03,1200,8,,20.4,,,,,
83767,26/01/03,0,,25.5,,0,0.3,21.9,98.5,1
83767,26/01/03,1200,31.4,,21,,,,,
83767,27/01/03,0,,26.3,,2.9,0.6,22.94,93.75,0.666667
83767,27/01/03,1200,35.5,,20.4,,,,,
83767,28/01/03,0,,28.3,,7.9,1,23.38,78.75,0.666667
83767,28/01/03,1200,19.6,,19.5,,,,,
83767,29/01/03,0,,29.5,,9.7,3.1,24.84,70.25,0.333333
83767,29/01/03,1200,0,,20,,,,,
83767,30/01/03,0,,30.5,,10.4,4.1,25.34,70.25,0.666667
83767,30/01/03,1200,0,,20.6,,,,,
83767,31/01/03,0,,31.8,,7.2,3.3,24.6,85.5,1
83767,31/01/03,1200,0.1,,21.4,,,,,
83767,01/02/03,0,,24.1,,0,2.6,22.7,89,0.666667
83767,01/02/03,1200,36.1,,21.8,,,,,
83767,02/02/03,0,,32.9,,8.1,1.8,26.4,68,0.333333
83767,02/02/03,1200,0.4,,20.2,,,,,
83767,03/02/03,0,,32.9,,7.3,5.1,26.46,71.75,0.666667
83767,03/02/03,1200,0,,23.9,,,,,
83767,04/02/03,0,,32.8,,10,4.3,27.32,63.25,0.666667
83767,04/02/03,1200,0,,22.2,,,,,
83767,05/02/03,0,,30.6,,4.4,5.5,24.92,81.5,0.533333
83767,05/02/03,1200,0,,21.8,,,,,
83767,06/02/03,0,,31.3,,9.6,2.6,25.64,76,0.666667
83767,06/02/03,1200,4.5,,21,,,,,
83767,07/02/03,0,,32.8,,9.6,4.6,26.02,77.75,0.333333
83767,07/02/03,1200,0.6,,22,,,,,
83767,08/02/03,0,,31,,3.7,2.9,23.9,82.5,0.333333
83767,08/02/03,1200,44.3,,20.2,,,,,
83767,09/02/03,0,,32.7,,9,1.9,24.94,78.25,0.666667
83767,09/02/03,1200,4.5,,21.8,,,,,
83767,10/02/03,0,,29.7,,1.2,3.5,23.26,86.75,0.333333
83767,10/02/03,1200,11.6,,21,,,,,
83767,11/02/03,0,,29.3,,7,1.2,23.74,82,0.666667
83767,11/02/03,1200,23.1,,20,,,,,
83767,12/02/03,0,,29.2,,5,2,22.42,84.25,1.333333
83767,12/02/03,1200,0.4,,19.1,,,,,
83767,13/02/03,0,,29.2,,5.3,2.2,23.26,82,1
83767,13/02/03,1200,2.7,,18.9,,,,,
83767,14/02/03,0,,27.8,,4.3,2.6,23.4,86.75,0.666667
83767,14/02/03,1200,0.7,,20.9,,,,,
83767,15/02/03,0,,30.3,,9.6,1.9,25.5,75,1
83767,15/02/03,1200,0.8,,20.6,,,,,
83767,16/02/03,0,,28.3,,2.7,2.8,24.42,91.75,0.666667
83767,16/02/03,1200,0,,22.4,,,,,
83767,17/02/03,0,,29.7,,8,1.6,24.66,88.75,0.666667
83767,17/02/03,1200,23.5,,21.8,,,,,
83767,18/02/03,0,,30.8,,6.2,1.8,24.72,83.75,0.666667
83767,18/02/03,1200,0,,22,,,,,
83767,19/02/03,0,,30.3,,6.9,2.6,24.66,81.75,0.666667
83767,19/02/03,1200,0.7,,21.8,,,,,
83767,20/02/03,0,,26.9,,0,2.3,24.42,92,0.666667
83767,20/02/03,1200,0.2,,23,,,,,
83767,21/02/03,0,,26.7,,1.3,1.1,23.28,95.25,0.666667
83767,21/02/03,1200,11.4,,21.7,,,,,
83767,22/02/03,0,,30.2,,8.1,4,25.64,76.75,0.666667
83767,22/02/03,1200,54.3,,21.8,,,,,
83767,23/02/03,0,,32.3,,10.6,0.7,26.44,71.25,0.666667
83767,23/02/03,1200,0,,22.3,,,,,
83767,24/02/03,0,,32.9,,10.5,5,27.26,70.5,1
83767,24/02/03,1200,0,,24,,,,,
83767,25/02/03,0,,33.2,,11.4,4.4,27.76,61.5,0.333333
83767,25/02/03,1200,0,,23.7,,,,,
83767,26/02/03,0,,33.8,,7.4,5.8,28.1,60.5,0.333333
83767,26/02/03,1200,0,,23.1,,,,,
83767,27/02/03,0,,33.9,,10.1,5.2,28.48,62.75,0.666667
83767,27/02/03,1200,0,,24.7,,,,,
83767,28/02/03,0,,34.9,,11.3,5.4,29.24,52.5,0.666667
83767,28/02/03,1200,0,,23.5,,,,,
83767,01/03/03,0,,34.3,,8.3,6.7,28.12,57.5,1
83767,01/03/03,1200,0,,23.9,,,,,
83767,02/03/03,0,,33.3,,8.3,6.5,25.78,73,1.333333
83767,02/03/03,1200,0,,22.1,,,,,
83767,03/03/03,0,,31.9,,8.5,3.4,26.72,65.75,0.666667
83767,03/03/03,1200,41.2,,20.7,,,,,
83767,04/03/03,0,,32.2,,7.8,4.1,25.86,75.25,0.666667
83767,04/03/03,1200,0,,22.5,,,,,
83767,05/03/03,0,,32.3,,9.8,3.3,25.78,74.25,1
83767,05/03/03,1200,0.1,,21.8,,,,,
83767,06/03/03,0,,31.9,,4.5,3.4,24.94,79.75,1
83767,06/03/03,1200,21,,21.5,,,,,
83767,07/03/03,0,,31.1,,1.9,2,24.84,84,0.333333
83767,07/03/03,1200,2,,22.1,,,,,
83767,08/03/03,0,,29.1,,2.7,1.5,23.18,90.5,0.333333
83767,08/03/03,1200,19.4,,20.9,,,,,
83767,09/03/03,0,,28.3,,4.8,1.7,24.2,91,0
83767,09/03/03,1200,10,,21.5,,,,,
83767,10/03/03,0,,30.4,,3.2,1.1,24.72,84,0.666667
83767,10/03/03,1200,17.9,,21.2,,,,,
83767,11/03/03,0,,26.5,,3.9,1.6,22.58,94.75,0.333333
83767,11/03/03,1200,22,,19.8,,,,,
83767,12/03/03,0,,29.3,,9.1,0.9,23.92,82.5,0.333333
83767,12/03/03,1200,13.8,,20.3,,,,,
83767,13/03/03,0,,30.1,,10.2,3,24.88,68.75,0.333333
83767,13/03/03,1200,0,,20.1,,,,,
83767,14/03/03,0,,31.9,,10.4,4.7,26.5,64,0.333333
83767,14/03/03,1200,0,,20.5,,,,,
83767,15/03/03,0,,32.3,,9.3,4.1,26.9,59,0.666667
83767,15/03/03,1200,0,,22.2,,,,,
83767,16/03/03,0,,33.2,,8.5,5.1,26.3,62.75,0.666667
83767,16/03/03,1200,0,,22.8,,,,,
83767,17/03/03,0,,30.6,,7.7,6.3,24.9,65.5,1.666667
83767,17/03/03,1200,0,,20.5,,,,,
83767,18/03/03,0,,29.9,,10.7,5.8,24.32,61.25,1
83767,18/03/03,1200,0,,19.1,,,,,
83767,19/03/03,0,,30.8,,9.3,5.6,25.38,66.5,0.666667
83767,19/03/03,1200,0,,21.1,,,,,
83767,20/03/03,0,,31.2,,9.1,5,24.56,78.75,1
83767,20/03/03,1200,0,,21.8,,,,,
83767,21/03/03,0,,26.9,,6.1,3.7,21.84,74,1
83767,21/03/03,1200,18.8,,18.5,,,,,
83767,22/03/03,0,,27.1,,8.9,3.4,22.54,68.5,1.666667
83767,22/03/03,1200,0,,18.4,,,,,
83767,23/03/03,0,,29.4,,10.8,4.4,23.12,63.5,0
83767,23/03/03,1200,0,,17.8,,,,,
83767,24/03/03,0,,30.2,,10.2,5.5,24.24,63.5,0.666667
83767,24/03/03,1200,0,,18.4,,,,,
83767,25/03/03,0,,29.4,,7.8,5.1,24,65.25,0.666667
83767,25/03/03,1200,0,,18.4,,,,,
83767,26/03/03,0,,26.1,,3.6,5.1,22.18,74.75,0.666667
83767,26/03/03,1200,0,,19.2,,,,,
83767,27/03/03,0,,29.9,,9.6,3,24.34,65.75,1
83767,27/03/03,1200,0,,19.2,,,,,
83767,28/03/03,0,,30.7,,9.1,5,24.68,59,1.333333
83767,28/03/03,1200,0,,20.3,,,,,
83767,29/03/03,0,,30.6,,10.2,6.6,24.44,58.5,1
83767,29/03/03,1200,0,,18,,,,,
83767,30/03/03,0,,31.5,,9.4,4.8,25.1,53.5,1
83767,30/03/03,1200,0,,20.4,,,,,
83767,31/03/03,0,,32,,9.9,5.9,25.74,46.75,0
83767,31/03/03,1200,0,,19.5,,,,,
83767,01/04/03,0,,31.9,,9.1,6.8,25.86,59.25,0.666667
83767,01/04/03,1200,0,,20.6,,,,,
83767,02/04/03,0,,31.8,,10.5,5.9,25.84,55.5,0.333333
83767,02/04/03,1200,0,,21.2,,,,,
83767,03/04/03,0,,31.1,,7.1,6.5,25.62,58,2
83767,03/04/03,1200,0,,21.7,,,,,
83767,04/04/03,0,,25.9,,0.4,5.3,22,94.25,0
83767,04/04/03,1200,13.9,,20.1,,,,,
83767,05/04/03,0,,25.5,,1.9,0.5,22.1,94.5,0
83767,05/04/03,1200,2.6,,20.4,,,,,
83767,06/04/03,0,,25.7,,4.6,1.5,21.78,69,0.666667
83767,06/04/03,1200,4.8,,19.4,,,,,
83767,07/04/03,0,,28.7,,10.2,4,21.94,71,0.333333
83767,07/04/03,1200,0,,16.5,,,,,
83767,08/04/03,0,,28.6,,8.5,4,22.42,67.25,0.333333
83767,08/04/03,1200,0,,17.3,,,,,
83767,09/04/03,0,,30.2,,7.5,5.1,23.16,66,2
83767,09/04/03,1200,0,,20.7,,,,,
83767,10/04/03,0,,23.4,,0,4.6,20.38,92.25,0.666667
83767,10/04/03,1200,13.5,,19,,,,,
83767,11/04/03,0,,25.1,,6.4,1.7,19.64,52.25,1.333333
83767,11/04/03,1200,0,,17.6,,,,,
83767,12/04/03,0,,22.3,,10.6,8.3,16.1,53.25,1
83767,12/04/03,1200,0,,10.6,,,,,
83767,13/04/03,0,,25.5,,10.7,6.7,18.2,52.25,1
83767,13/04/03,1200,0,,11.1,,,,,
83767,14/04/03,0,,27.9,,10.9,5.9,20.54,61.25,0.666667
83767,14/04/03,1200,0,,14.8,,,,,
83767,15/04/03,0,,29.5,,9.9,5.6,22.78,51.75,0.666667
83767,15/04/03,1200,0,,17.5,,,,,
83767,16/04/03,0,,29.4,,10.6,5.6,23.64,60.75,1
83767,16/04/03,1200,0,,19.6,,,,,
83767,17/04/03,0,,30,,10.3,5.6,24.2,54,1
83767,17/04/03,1200,0,,20.4,,,,,
83767,18/04/03,0,,29.1,,2.1,7.4,23.86,80.5,1.666667
83767,18/04/03,1200,0,,21.6,,,,,
83767,19/04/03,0,,22.9,,0,3,18.24,94.75,0.666667
83767,19/04/03,1200,30.8,,15.9,,,,,
83767,20/04/03,0,,25.1,,6.9,0.6,18.64,73.25,0.666667
83767,20/04/03,1200,34.6,,14.1,,,,,
83767,21/04/03,0,,28.3,,10.6,2.5,22.9,77.5,0.666667
83767,21/04/03,1200,0,,16.7,,,,,
83767,22/04/03,0,,31.1,,9.6,3.5,25.22,70.25,0.333333
83767,22/04/03,1200,0,,21,,,,,
83767,23/04/03,0,,30.3,,10.8,4.6,24.94,70,0.666667
83767,23/04/03,1200,0,,21.5,,,,,
83767,24/04/03,0,,30.1,,,4.6,24.88,67.75,0.666667
83767,24/04/03,1200,0,,21.4,,,,,
83767,25/04/03,0,,30.6,,9.7,5.3,26.46,66,0.666667
83767,25/04/03,1200,0,,25.3,,,,,
83767,26/04/03,0,,31,,10.2,3.7,25.16,65.75,0.666667
83767,26/04/03,1200,0,,20.4,,,,,
83767,27/04/03,0,,31.3,,9.4,4.6,25.44,62.5,0.333333
83767,27/04/03,1200,0,,19.9,,,,,
83767,28/04/03,0,,30.5,,7.2,4.5,25.06,70.25,0.333333
83767,28/04/03,1200,0,,20.4,,,,,
83767,29/04/03,0,,31.7,,9.6,3.7,25.88,65.25,0.333333
83767,29/04/03,1200,0,,20.9,,,,,
83767,30/04/03,0,,31.3,,9.8,2.7,26.08,65.25,0.333333
83767,30/04/03,1200,0,,22.6,,,,,
83767,01/05/03,0,,28.8,,2.3,6.2,22.48,86,1
83767,01/05/03,1200,0,,20.2,,,,,
83767,02/05/03,0,,24.7,,3,1.8,20.28,79,1
83767,02/05/03,1200,24.4,,19,,,,,
83767,03/05/03,0,,22.9,,10.3,3.4,16.56,66,0.666667
83767,03/05/03,1200,1,,12.4,,,,,
83767,04/05/03,0,,20,,9.1,3.6,17.9,56.5,1
83767,04/05/03,1200,0,,13.1,,,,,
83767,05/05/03,0,,19.9,,0,3.8,16.86,94.25,0.666667
83767,05/05/03,1200,2.4,,15.1,,,,,
83767,06/05/03,0,,20.9,,10.3,1.1,15.76,63.75,2
83767,06/05/03,1200,1.5,,13.5,,,,,
83767,07/05/03,0,,18.6,,10.3,4.7,13.22,66.5,1
83767,07/05/03,1200,0,,8.1,,,,,
83767,08/05/03,0,,20.8,,9.9,3.2,13.28,64.25,0.666667
83767,08/05/03,1200,0,,7.6,,,,,
