Estacao,Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao Piche,Temp Comp Media,Umidade Relativa Media,Velocidade do Vento Media
83767,15/03/11,1200,0,,20.5,,,,,
83767,16/03/11,0,,31.9,,9.7,4.6,25.08,63.75,2
83767,16/03/11,1200,0,,18.1,,,,,
83767,17/03/11,0,,31.6,,10.4,4.5,24.78,68,1.333333
83767,17/03/11,1200,0,,18.1,,,,,
83767,18/03/11,0,,31.6,,6.9,4,26.44,74,1.333333
83767,18/03/11,1200,0,,22.3,,,,,
83767,19/03/11,0,,31.2,,6.5,4.3,25.9,67.75,1.666667
83767,19/03/11,1200,0.8,,22.3,,,,,
83767,20/03/11,0,,30,,9.8,4.2,23.06,67,3
83767,20/03/11,1200,1,,17.7,,,,,
83767,21/03/11,0,,29.9,,9.8,4.7,23.82,60.25,2.333333
83767,21/03/11,1200,0,,16.8,,,,,
83767,22/03/11,0,,24.8,,0.2,5.9,21.06,89,2.333333
83767,22/03/11,1200,0,,19.1,,,,,
83767,23/03/11,0,,25.8,,1.8,2.2,22.26,83.5,2.333333
83767,23/03/11,1200,18.3,,18.7,,,,,
83767,24/03/11,0,,30.9,,6.1,1.7,24.86,75.75,1.666667
83767,24/03/11,1200,6.8,,20.2,,,,,
83767,25/03/11,0,,31.9,,9.8,3.9,26.14,70.5,1
83767,25/03/11,1200,0,,21.2,,,,,
83767,26/03/11,0,,33.1,,10.6,4.1,27.26,68.5,1
83767,26/03/11,1200,0,,22,,,,,
83767,27/03/11,0,,32.8,,6.2,4.1,26.78,76.5,0.666667
83767,27/03/11,1200,0,,22.3,,,,,
83767,28/03/11,0,,29.2,,3.2,2.7,22.08,88.75,2
83767,28/03/11,1200,0.9,,19.8,,,,,
83767,29/03/11,0,,29.8,,6.8,1.8,23.74,80.5,1
83767,29/03/11,1200,40.4,,18.1,,,,,
83767,30/03/11,0,,28.2,,2.6,2.5,24.26,77.25,1.666667
83767,30/03/11,1200,0,,21.3,,,,,
83767,31/03/11,0,,27,,3.6,2.7,22.84,84,0.333333
83767,31/03/11,1200,14.4,,18.5,,,,,
83767,01/04/11,0,,31.4,,9,2,25.3,70.5,1.333333
83767,01/04/11,1200,0,,19.1,,,,,
83767,02/04/11,0,,28.8,,4.7,3.2,24.08,81.5,1.333333
83767,02/04/11,1200,0.6,,21.8,,,,,
83767,03/04/11,0,,24.7,,0.5,2,21.46,90.25,1.333333
83767,03/04/11,1200,0,,20,,,,,
83767,04/04/11,0,,27.2,,3.4,1.2,22,90.25,0.666667
83767,04/04/11,1200,4.6,,18.5,,,,,
83767,05/04/11,0,,29.2,,8.6,1.4,23.02,66.5,2
83767,05/04/11,1200,3.6,,18.5,,,,,
83767,06/04/11,0,,29,,11,5.4,23.2,55,0.666667
83767,06/04/11,1200,0,,17.7,,,,,
83767,07/04/11,0,,30.4,,9.9,5.8,23.36,61.5,1.666667
83767,07/04/11,1200,0,,15.6,,,,,
83767,08/04/11,0,,28.9,,10.6,4.1,23.36,62.75,0.666667
83767,08/04/11,1200,0,,17.9,,,,,
83767,09/04/11,0,,29,,10.7,5.1,23.76,53.5,2
83767,09/04/11,1200,0,,19.4,,,,,
83767,10/04/11,0,,28.2,,10.6,6.2,21.76,61,1.333333
83767,10/04/11,1200,0,,15.6,,,,,
83767,11/04/11,0,,29.5,,10.3,4.3,22.8,64.5,1
83767,11/04/11,1200,0,,17.4,,,,,
83767,12/04/11,0,,23.2,,0,4.2,18.46,97.75,1.666667
83767,12/04/11,1200,14.8,,16.6,,,,,
83767,13/04/11,0,,22.6,,2.7,0.5,19.4,92.25,0.666667
83767,13/04/11,1200,45.2,,16.4,,,,,
83767,14/04/11,0,,31,,10.7,1.2,24.3,78.25,1.333333
83767,14/04/11,1200,7,,18.1,,,,,
83767,15/04/11,0,,30.6,,6.7,3,22.46,79.5,3
83767,15/04/11,1200,0.4,,17.5,,,,,
83767,16/04/11,0,,31.9,,8.4,3.6,24.94,70,2.333333
83767,16/04/11,1200,0,,20.2,,,,,
83767,17/04/11,0,,31.4,,10.4,4.1,25.76,70,1.666667
83767,17/04/11,1200,0,,22,,,,,
83767,18/04/11,0,,32,,8.6,3.7,26.2,65.5,1
83767,18/04/11,1200,0,,21.4,,,,,
83767,19/04/11,0,,31.1,,10.2,4.6,25.26,62.75,2.333333
83767,19/04/11,1200,0,,21.2,,,,,
83767,20/04/11,0,,30.5,,,4.8,24.74,67.5,2.333333
83767,20/04/11,1200,0,,19.8,,,,,
83767,21/04/11,0,,29.6,,5.2,4.6,24.36,74.25,1
83767,21/04/11,1200,0,,21.3,,,,,
83767,22/04/11,0,,31.5,,10.7,2.9,25.14,64,1.666667
83767,22/04/11,1200,0,,19.4,,,,,
83767,23/04/11,0,,31.6,,9.3,4.8,24.28,58.75,2.666667
83767,23/04/11,1200,0,,20.6,,,,,
83767,24/04/11,0,,30.1,,5.3,5.4,22.44,75,1
83767,24/04/11,1200,0,,17.3,,,,,
83767,25/04/11,0,,22.1,,0,4,18.76,96,1
83767,25/04/11,1200,1.6,,17.5,,,,,
83767,26/04/11,0,,26,,8.2,0.4,20.48,76.75,1.333333
83767,26/04/11,1200,14.6,,15.8,,,,,
83767,27/04/11,0,,23.8,,1.9,3.6,19.1,70.5,2.333333
83767,27/04/11,1200,0,,16,,,,,
83767,28/04/11,0,,26.2,,10.4,3.4,20.24,72.5,1.666667
83767,28/04/11,1200,0,,15.5,,,,,
83767,29/04/11,0,,26.6,,10.1,3.4,21,75,1.333333
83767,29/04/11,1200,0,,16.6,,,,,
83767,30/04/11,0,,25.3,,2.4,4,20.54,89.25,1
83767,30/04/11,1200,1.5,,17.5,,,,,
83767,01/05/11,0,,21.1,,0.1,0.7,18.2,92.25,1.333333
83767,01/05/11,1200,9,,16.5,,,,,
83767,02/05/11,0,,19.7,,9.3,1.1,14.3,75.25,2.666667
83767,02/05/11,1200,2.2,,10.8,,,,,
83767,03/05/11,0,,23,,10.3,3.2,15.02,69.5,1
83767,03/05/11,1200,0,,8.9,,,,,
83767,04/05/11,0,,25.8,,10.3,3,18.88,57.5,1.666667
83767,04/05/11,1200,0,,12.6,,,,,
83767,05/05/11,0,,28,,10.3,3.9,20.34,62.25,1
83767,05/05/11,1200,0,,12.4,,,,,
83767,06/05/11,0,,28.3,,9.9,3.9,22.2,67.5,1
83767,06/05/11,1200,0,,15.8,,,,,
83767,07/05/11,0,,29.5,,8.8,3.5,22.7,67.75,0.666667
83767,07/05/11,1200,0,,16.8,,,,,
83767,08/05/11,0,,30,,10.3,4,23.04,67.5,1
83767,08/05/11,1200,0,,17.1,,,,,
83767,09/05/11,0,,30.3,,9.8,3.7,23.64,71.75,0.666667
83767,09/05/11,1200,0,,17.7,,,,,
83767,10/05/11,0,,26.8,,8.4,3.7,21.92,73.5,2
83767,10/05/11,1200,0,,18.7,,,,,
83767,11/05/11,0,,27,,3.2,3,22.46,77.5,1
83767,11/05/11,1200,0,,19.2,,,,,
83767,12/05/11,0,,27.9,,2.9,2.4,22.6,79,0.333333
83767,12/05/11,1200,0,,17.9,,,,,
83767,13/05/11,0,,27.3,,9.9,2.7,21.84,71,2.333333
83767,13/05/11,1200,0,,18.3,,,,,
83767,14/05/11,0,,26.5,,9.7,4,20.74,68,1.666667
83767,14/05/11,1200,0,,16.2,,,,,
83767,15/05/11,0,,23.3,,4.5,3.1,18.14,79.5,1.333333
83767,15/05/11,1200,0,,15.6,,,,,
83767,16/05/11,0,,24,,8.8,2.5,17.44,69.5,1.333333
83767,16/05/11,1200,0,,11.6,,,,,
83767,17/05/11,0,,22.8,,9.5,2.9,16.84,66,2.333333
83767,17/05/11,1200,0,,12,,,,,
83767,18/05/11,0,,22.1,,6.6,3.4,17.08,64.5,0.666667
83767,18/05/11,1200,0,,12.1,,,,,
83767,19/05/11,0,,22.4,,10.2,2.7,16.52,65,1.666667
83767,19/05/11,1200,0,,10.6,,,,,
83767,20/05/11,0,,25.4,,10,4,18.08,66.75,1
83767,20/05/11,1200,0,,12.6,,,,,
83767,21/05/11,0,,26.1,,10.1,4.1,19.44,63.75,2.666667
83767,21/05/11,1200,0,,14.7,,,,,
83767,22/05/11,0,,26.7,,10,5.1,20.6,66.75,2
83767,22/05/11,1200,0,,16,,,,,
83767,23/05/11,0,,27.7,,9.1,4.7,21.2,61,1.333333
83767,23/05/11,1200,0,,16.4,,,,,
83767,24/05/11,0,,26.9,,9.3,4,20.9,59.25,1.333333
83767,24/05/11,1200,0,,15.8,,,,,
83767,25/05/11,0,,27.6,,9.2,5.5,21.08,58,1
83767,25/05/11,1200,0,,15.2,,,,,
83767,26/05/11,0,,25.8,,6.9,4.5,20.92,64.25,1.333333
83767,26/05/11,1200,0,,14.6,,,,,
83767,27/05/11,0,,26.5,,7.8,3.8,20.04,71,1.333333
83767,27/05/11,1200,0,,14.5,,,,,
83767,28/05/11,0,,24.1,,9.8,3.2,18.2,67.25,1.333333
83767,28/05/11,1200,0,,14.1,,,,,
83767,29/05/11,0,,21.9,,8.6,3.1,15.58,67.25,1
83767,29/05/11,1200,0,,11.2,,,,,
83767,30/05/11,0,,22.6,,9.9,4,14.68,66.75,0.666667
83767,30/05/11,1200,0,,8.2,,,,,
83767,31/05/11,0,,23.6,,9.7,3.3,16.6,62,1
83767,31/05/11,1200,0,,9.8,,,,,
83767,01/06/11,0,,24.2,,9.8,6.7,17.44,58,1
83767,01/06/11,1200,0,,11,,,,,
83767,02/06/11,0,,25.7,,8.8,4.3,18.3,63.75,0.666667
83767,02/06/11,1200,0,,12.2,,,,,
83767,03/06/11,0,,23.1,,6,4.4,17.92,64.5,1
83767,03/06/11,1200,0,,14.9,,,,,
83767,04/06/11,0,,22.5,,9.3,4.5,17.62,62.75,2
83767,04/06/11,1200,0,,15.2,,,,,
83767,05/06/11,0,,22.3,,9.9,4.6,15.28,63,1.333333
83767,05/06/11,1200,0,,11.1,,,,,
83767,06/06/11,0,,24.5,,9.1,3.7,17.62,55.75,2
83767,06/06/11,1200,0,,10.2,,,,,
83767,07/06/11,0,,19.8,,3.1,5.5,15.4,80.75,5.666667
83767,07/06/11,1200,3.7,,13.3,,,,,
83767,08/06/11,0,,20.6,,7.7,1.8,14.12,70.5,1
83767,08/06/11,1200,6.3,,7.4,,,,,
83767,09/06/11,0,,15.8,,0,2.1,13.84,95.75,0.666667
83767,09/06/11,1200,59.8,,11.2,,,,,
83767,10/06/11,0,,22,,7.8,1,14.54,77,1
83767,10/06/11,1200,8,,10.5,,,,,
83767,11/06/11,0,,21.8,,8.3,2.3,15.1,70,1
83767,11/06/11,1200,0,,8.9,,,,,
83767,12/06/11,0,,23.4,,8.7,3.2,16.4,64.25,1.333333
83767,12/06/11,1200,0,,11.2,,,,,
83767,13/06/11,0,,25.5,,9.9,4.3,18.46,66,1
83767,13/06/11,1200,0,,11.4,,,,,
83767,14/06/11,0,,23.9,,9.4,4.4,17.38,64.25,3.666667
83767,14/06/11,1200,0,,13.6,,,,,
83767,15/06/11,0,,23.9,,9.6,4.5,17.14,68.25,2.333333
83767,15/06/11,1200,0,,12.6,,,,,
83767,16/06/11,0,,25.7,,9.7,4,18.82,65.75,2
83767,16/06/11,1200,0,,13.4,,,,,
83767,17/06/11,0,,26.7,,9.7,4,20,62,1
83767,17/06/11,1200,0,,13.5,,,,,
83767,18/06/11,0,,27.5,,7.3,4.6,21.28,64,1.333333
83767,18/06/11,1200,0,,17.9,,,,,
83767,19/06/11,0,,27.1,,9.7,4.2,21.04,61.25,1.666667
83767,19/06/11,1200,0,,17.1,,,,,
83767,20/06/11,0,,28.1,,8.8,5.6,21.46,61.75,1.666667
83767,20/06/11,1200,0,,16.2,,,,,
83767,21/06/11,0,,28.6,,8.8,4.8,22.16,64.75,1.333333
83767,21/06/11,1200,0,,17,,,,,
83767,22/06/11,0,,29,,9.8,3.6,22.54,63.5,1.666667
83767,22/06/11,1200,0,,17.3,,,,,
83767,23/06/11,0,,27.1,,9.7,4.4,20.96,71.25,1
83767,23/06/11,1200,0,,17.1,,,,,
83767,24/06/11,0,,28,,9.1,3.4,21.34,71,0.666667
83767,24/06/11,1200,0,,14.3,,,,,
83767,25/06/11,0,,27.4,,8.3,3.2,20.98,73,1.333333
83767,25/06/11,1200,0,,15.9,,,,,
83767,26/06/11,0,,20.6,,0,2.8,11.08,88.5,2.333333
83767,26/06/11,1200,1.9,,6.9,,,,,
83767,27/06/11,0,,13.1,,9.9,1.8,6.78,70.25,2.333333
83767,27/06/11,1200,1.2,,1.7,,,,,
83767,28/06/11,0,,18,,9.2,2.5,11.4,46.5,1.666667
83767,28/06/11,1200,0,,2.7,,,,,
83767,29/06/11,0,,14.4,,8.9,4.8,12.06,94,0.333333
83767,29/06/11,1200,2.4,,8.9,,,,,
83767,30/06/11,0,,20.7,,1.3,0.7,16.6,92.5,1.666667
83767,30/06/11,1200,52.6,,12.6,,,,,
83767,01/07/11,0,,19.1,,0,1.4,17.36,97.5,1.333333
83767,01/07/11,1200,7.4,,16.3,,,,,
83767,02/07/11,0,,20.6,,1,0.2,17.42,96.5,0.333333
83767,02/07/11,1200,16.2,,14.5,,,,,
83767,03/07/11,0,,17.7,,0,1,12.8,88.5,2.666667
83767,03/07/11,1200,2.6,,10.4,,,,,
83767,04/07/11,0,,16.2,,4,1.9,10.68,66,1.666667
83767,04/07/11,1200,0,,6.5,,,,,
83767,05/07/11,0,,19.1,,3,3.4,13.34,58,0.333333
83767,05/07/11,1200,0,,8,,,,,
83767,06/07/11,0,,20.8,,3.3,3.6,15,69.75,0.333333
83767,06/07/11,1200,0,,10.1,,,,,
83767,07/07/11,0,,21.4,,9.5,3.4,15.32,61.5,1.333333
83767,07/07/11,1200,0,,11.4,,,,,
83767,08/07/11,0,,24.8,,9.6,4.9,14.9,60,0.666667
83767,08/07/11,1200,0,,6.9,,,,,
83767,09/07/11,0,,23.9,,9.6,4.1,16.78,50,2
83767,09/07/11,1200,0,,10.4,,,,,
83767,10/07/11,0,,29.2,,9.8,4.5,21.26,55,1.666667
83767,10/07/11,1200,0,,14.5,,,,,
83767,11/07/11,0,,29.5,,9,5.4,22.76,64.25,0.333333
83767,11/07/11,1200,0,,17.9,,,,,
83767,12/07/11,0,,29.1,,4.6,4.4,22.84,64.5,1
83767,12/07/11,1200,0,,18.9,,,,,
83767,13/07/11,0,,29.1,,7.8,7.2,22.56,55.5,1
83767,13/07/11,1200,0,,18.5,,,,,
83767,14/07/11,0,,28.6,,10,3.5,21.26,50.75,1
83767,14/07/11,1200,0,,15.7,,,,,
83767,15/07/11,0,,29,,10,6.6,21.66,44.25,1.666667
83767,15/07/11,1200,0,,15.8,,,,,
83767,16/07/11,0,,30.9,,10.1,8.1,22.82,46,1.666667
83767,16/07/11,1200,0,,16.2,,,,,
83767,17/07/11,0,,31,,9.1,7.7,23.86,49.75,1.666667
83767,17/07/11,1200,0,,16.7,,,,,
83767,18/07/11,0,,24.4,,0,6.2,18.8,97.75,1.333333
83767,18/07/11,1200,3.8,,16.8,,,,,
83767,19/07/11,0,,26.7,,6.5,0.5,19.8,85.75,1
83767,19/07/11,1200,42.8,,15,,,,,
83767,20/07/11,0,,30.4,,9.8,2.3,23.08,61.25,2.333333
83767,20/07/11,1200,2.4,,15.8,,,,,
83767,21/07/11,0,,24.1,,0,6.2,19.82,91.75,1
83767,21/07/11,1200,0,,17.3,,,,,
83767,22/07/11,0,,24.8,,7.4,0.3,18.1,69,2
83767,22/07/11,1200,36.8,,14.1,,,,,
83767,23/07/11,0,,23.9,,9.9,2.3,18.18,72.25,1.333333
83767,23/07/11,1200,0,,13.8,,,,,
83767,24/07/11,0,,24.7,,8.4,4,19.16,71.75,2
83767,24/07/11,1200,0,,14.6,,,,,
83767,25/07/11,0,,25.7,,10,4.3,20.1,59.75,2.333333
83767,25/07/11,1200,0,,15.5,,,,,
83767,26/07/11,0,,28.6,,9.8,5.5,21.72,64.25,1.333333
83767,26/07/11,1200,0,,16.6,,,,,
83767,27/07/11,0,,28,,10,4.5,21.84,55.5,1.666667
83767,27/07/11,1200,0,,17.1,,,,,
83767,28/07/11,0,,27.9,,9.4,6.6,22.02,51.5,2
83767,28/07/11,1200,0,,17.5,,,,,
83767,29/07/11,0,,29.8,,9.8,6.2,23.06,52.25,2.333333
83767,29/07/11,1200,0,,18,,,,,
83767,30/07/11,0,,23.3,,2,6.2,18.62,90,1
83767,30/07/11,1200,6.7,,16.8,,,,,
83767,31/07/11,0,,20.5,,0,1.5,18.22,95.75,1.333333
83767,31/07/11,1200,34.9,,16.4,,,,,
83767,01/08/11,0,,19.1,,0,0.5,15.72,98.75,2.666667
83767,01/08/11,1200,9.3,,13.5,,,,,
83767,02/08/11,0,,13.8,,4,0.6,9.04,77.25,2
83767,02/08/11,1200,12.1,,6.5,,,,,
83767,03/08/11,0,,13.8,,2.9,1.6,8.44,76,1.666667
83767,03/08/11,1200,0,,4.5,,,,,
83767,04/08/11,0,,17.4,,9.7,2.9,10.22,60.25,0.666667
83767,04/08/11,1200,0,,2,,,,,
83767,05/08/11,0,,23.3,,9.9,3.7,15.76,42.5,1.666667
83767,05/08/11,1200,0,,6.9,,,,,
83767,06/08/11,0,,30.4,,5.8,6.2,21.38,51.25,1
83767,06/08/11,1200,0,,14.1,,,,,
83767,07/08/11,0,,32.7,,10,5.3,25.22,48.75,1.666667
83767,07/08/11,1200,0,,18.1,,,,,
83767,08/08/11,0,,33.5,,8.9,7.8,25.54,46.5,1
83767,08/08/11,1200,0,,19.9,,,,,
83767,09/08/11,0,,28.4,,5.8,7.1,22.36,71.25,1
83767,09/08/11,1200,0.2,,18.4,,,,,
83767,10/08/11,0,,26.6,,10.3,3.4,20.06,65.25,1
83767,10/08/11,1200,0,,15.3,,,,,
83767,11/08/11,0,,27.9,,10.4,4.6,20.44,59.5,2
83767,11/08/11,1200,0,,14.7,,,,,
83767,12/08/11,0,,30.2,,10.4,5,22.62,54,1
83767,12/08/11,1200,0,,16.3,,,,,
83767,13/08/11,0,,33.1,,9.8,6.3,25.02,45.5,1.333333
83767,13/08/11,1200,0,,18.2,,,,,
83767,14/08/11,0,,33.2,,10.1,6.6,25.82,41,1.333333
83767,14/08/11,1200,0,,20.1,,,,,
83767,15/08/11,0,,30.4,,10.3,7.9,22.9,53,2.333333
83767,15/08/11,1200,0,,16.4,,,,,
83767,16/08/11,0,,31.3,,10.4,7.2,24,35.75,2
83767,16/08/11,1200,0,,18.5,,,,,
83767,17/08/11,0,,27.4,,3.3,9.4,22.48,57.5,1.666667
83767,17/08/11,1200,0,,19.4,,,,,
83767,18/08/11,0,,27,,3.7,5,21.08,73.75,2
83767,18/08/11,1200,0.8,,17.6,,,,,
83767,19/08/11,0,,25.2,,3.3,4.2,19.6,86.5,1
83767,19/08/11,1200,4.6,,15.6,,,,,
83767,20/08/11,0,,19.6,,3,2,14.14,66,3.666667
83767,20/08/11,1200,11,,11.7,,,,,
83767,21/08/11,0,,21,,6,5,14.34,67,2
83767,21/08/11,1200,0,,8.7,,,,,
83767,22/08/11,0,,20.1,,1.3,3.8,14.86,76,2
83767,22/08/11,1200,0,,11.6,,,,,
83767,23/08/11,0,,18.7,,3.2,2.6,14.64,85.25,1.666667
83767,23/08/11,1200,0,,10.9,,,,,
83767,24/08/11,0,,28.1,,9.6,1.8,20.2,64.25,1.666667
83767,24/08/11,1200,0.4,,11.1,,,,,
83767,25/08/11,0,,29.5,,7.5,4.8,22.86,61.75,1.666667
83767,25/08/11,1200,0,,17.3,,,,,
83767,26/08/11,0,,31.3,,9.3,5.8,24.8,54,1
83767,26/08/11,1200,0.2,,18.9,,,,,
83767,27/08/11,0,,31,,8.8,6.1,24.6,50,2.333333
83767,27/08/11,1200,0,,19.2,,,,,
83767,28/08/11,0,,34.1,,10.2,9.1,27.26,42.25,1.333333
83767,28/08/11,1200,0,,21.2,,,,,
83767,29/08/11,0,,34.2,,10.1,8.2,27,50.5,1
83767,29/08/11,1200,0,,21,,,,,
83767,30/08/11,0,,33.2,,7.5,7.8,26.14,64.5,2.333333
83767,30/08/11,1200,0,,22.3,,,,,
83767,31/08/11,0,,25.2,,9.2,5.7,19.52,47,2.666667
83767,31/08/11,1200,2.4,,16.8,,,,,
83767,01/09/11,0,,25.2,,11,8,17.42,44,1.333333
83767,01/09/11,1200,0,,10,,,,,
83767,02/09/11,0,,25.2,,10.9,6.3,16.7,54,2
83767,02/09/11,1200,0,,9.5,,,,,
83767,03/09/11,0,,28.7,,10.9,6,19.46,40.5,2.333333
83767,03/09/11,1200,0,,9.5,,,,,
83767,04/09/11,0,,31.6,,10.5,8.9,24.74,36.75,2
83767,04/09/11,1200,0,,18.1,,,,,
83767,05/09/11,0,,34,,7.4,10.3,26.22,34.25,2.333333
83767,05/09/11,1200,0,,18.9,,,,,
83767,06/09/11,0,,29.2,,4.5,9.5,21.7,74.75,1.666667
83767,06/09/11,1200,7.2,,17.5,,,,,
83767,07/09/11,0,,29.6,,4.2,3.6,22.98,56.75,1.333333
83767,07/09/11,1200,0,,17.9,,,,,
83767,08/09/11,0,,29.4,,3.3,4.1,22.4,68,2
83767,08/09/11,1200,0,,16.7,,,,,
83767,09/09/11,0,,21.8,,0,4.3,17.04,97,1.666667
83767,09/09/11,1200,12.8,,15,,,,,
83767,10/09/11,0,,26.4,,9.4,0.2,19.24,74.5,1
83767,10/09/11,1200,2.8,,12.2,,,,,
83767,11/09/11,0,,28.2,,10.7,3.7,21.54,50.75,1
83767,11/09/11,1200,0,,16.3,,,,,
83767,12/09/11,0,,29.5,,10.9,7.1,21.66,55,1
83767,12/09/11,1200,0,,14.5,,,,,
83767,13/09/11,0,,31.5,,10.8,5.9,23.06,48.5,1
83767,13/09/11,1200,0,,14.2,,,,,
83767,14/09/11,0,,30,,11,7.6,21.18,48.75,3
83767,14/09/11,1200,0,,14.3,,,,,
83767,15/09/11,0,,29.8,,10.8,7.1,22.04,57.25,1.666667
83767,15/09/11,1200,0,,13.2,,,,,
83767,16/09/11,0,,29.8,,10.1,5.8,23.36,54.75,2.333333
83767,16/09/11,1200,0,,16.4,,,,,
83767,17/09/11,0,,29.7,,10.3,7.6,23.32,52.75,2.333333
83767,17/09/11,1200,0,,17.9,,,,,
83767,18/09/11,0,,27.1,,2,7.4,22.18,63.25,1.333333
83767,18/09/11,1200,0,,17.6,,,,,
83767,19/09/11,0,,30.8,,3.6,5.8,23.96,47.75,1.666667
83767,19/09/11,1200,0,,19.2,,,,,
83767,20/09/11,0,,29.6,,4.6,9.5,22.94,60.25,1.666667
83767,20/09/11,1200,1.9,,18.5,,,,,
83767,21/09/11,0,,30.7,,8.3,5,23.24,61.5,1
83767,21/09/11,1200,0,,18.2,,,,,
83767,22/09/11,0,,32.8,,10.8,5.9,24.78,56.75,1.333333
83767,22/09/11,1200,0,,17.1,,,,,
83767,23/09/11,0,,26.3,,1.3,6.4,19.84,86.25,2.666667
83767,23/09/11,1200,0,,15.8,,,,,
83767,24/09/11,0,,25.8,,9.1,1.6,19.88,64.75,1
83767,24/09/11,1200,5,,14.4,,,,,
83767,25/09/11,0,,27.3,,11.3,5.4,19.6,52.25,2
83767,25/09/11,1200,0,,12.9,,,,,
83767,26/09/11,0,,30.7,,11.3,5.8,21.64,46.25,1.333333
83767,26/09/11,1200,0,,12.5,,,,,
83767,27/09/11,0,,32.9,,11.2,6.8,23.7,46.25,1
83767,27/09/11,1200,0,,16.2,,,,,
83767,28/09/11,0,,33.4,,11.2,8.3,24.88,39.25,1
83767,28/09/11,1200,0,,17.3,,,,,
83767,29/09/11,0,,35.4,,11,7.8,26.8,40.5,0.666667
83767,29/09/11,1200,0,,19.4,,,,,
83767,30/09/11,0,,37,,10.3,8.9,29.24,36.75,1.666667
83767,30/09/11,1200,0,,21.5,,,,,
83767,01/10/11,0,,34.8,,8,8,25.08,58.75,5.666667
83767,01/10/11,1200,0,,20,,,,,
83767,02/10/11,0,,28.1,,3.4,6.9,22.84,74.5,0.666667
83767,02/10/11,1200,4.8,,18.8,,,,,
83767,03/10/11,0,,31.3,,10.5,3.2,24.1,51,0.666667
83767,03/10/11,1200,0,,17.6,,,,,
83767,04/10/11,0,,29.7,,11.2,7.2,23.18,51.25,3
83767,04/10/11,1200,0,,17.5,,,,,
83767,05/10/11,0,,31.9,,10.8,6.9,24.52,59.5,2
83767,05/10/11,1200,0,,15.6,,,,,
83767,06/10/11,0,,33,,11.1,5.5,26.34,57.5,1
83767,06/10/11,1200,0,,20.5,,,,,
83767,07/10/11,0,,33.5,,11.2,7,27.32,48.75,2
83767,07/10/11,1200,0,,21.4,,,,,
83767,08/10/11,0,,32.3,,4.6,9.6,23.96,81.25,3.666667
83767,08/10/11,1200,0,,18.5,,,,,
83767,09/10/11,0,,22.1,,0,3.8,20.64,95.75,1
83767,09/10/11,1200,10.6,,19.9,,,,,
83767,10/10/11,0,,25.7,,0.7,0.5,22.16,91.25,1
83767,10/10/11,1200,11.6,,19.5,,,,,
83767,11/10/11,0,,29.9,,5.5,1,24.26,86.5,1
83767,11/10/11,1200,0,,20.8,,,,,
83767,12/10/11,0,,26.6,,0,2.5,21.82,83.75,2.333333
83767,12/10/11,1200,7.8,,18.7,,,,,
83767,13/10/11,0,,29.2,,0.7,2.6,22.58,89.25,2.333333
83767,13/10/11,1200,9.2,,19.7,,,,,
83767,14/10/11,0,,26.7,,0.5,1.2,22.98,92,1.333333
83767,14/10/11,1200,26.9,,19.6,,,,,
83767,15/10/11,0,,24.7,,0,1,22.4,96.75,1
83767,15/10/11,1200,7.6,,21.2,,,,,
83767,16/10/11,0,,26.5,,3.6,0.9,22.3,81.25,1.333333
83767,16/10/11,1200,50,,19.8,,,,,
83767,17/10/11,0,,28.4,,11.8,2.1,22.16,62.5,1.666667
83767,17/10/11,1200,3.4,,16,,,,,
83767,18/10/11,0,,28.8,,11.6,6,21.66,47,1.666667
83767,18/10/11,1200,0,,14.2,,,,,
83767,19/10/11,0,,28.9,,11.8,6.5,21.72,51.75,1.666667
83767,19/10/11,1200,0,,13.7,,,,,
83767,20/10/11,0,,29.2,,11.7,6.8,22.16,49.5,2
83767,20/10/11,1200,0,,15,,,,,
83767,21/10/11,0,,29.5,,11.9,7,22.02,46,1.666667
83767,21/10/11,1200,0,,14.7,,,,,
83767,22/10/11,0,,28.8,,11.4,7.9,22.76,51.25,2.333333
83767,22/10/11,1200,0,,16.2,,,,,
83767,23/10/11,0,,30.3,,11.9,6.3,24.04,59.5,2.333333
83767,23/10/11,1200,0,,17.5,,,,,
83767,24/10/11,0,,31.4,,11.9,5.9,25,59.5,1.666667
83767,24/10/11,1200,0,,18,,,,,
83767,25/10/11,0,,25.7,,2.6,6.7,20.04,92,2
83767,25/10/11,1200,6.8,,16.1,,,,,
83767,26/10/11,0,,27.7,,10.8,0.9,20.94,70.75,1.666667
83767,26/10/11,1200,31.6,,15.8,,,,,
83767,27/10/11,0,,29.5,,10.5,4.5,22.94,57,1
83767,27/10/11,1200,0,,16,,,,,
83767,28/10/11,0,,34,,10.3,5.2,26.22,63.25,0.333333
83767,28/10/11,1200,0,,18.9,,,,,
83767,29/10/11,0,,32.8,,5.2,6.1,23.46,72.25,1.666667
83767,29/10/11,1200,0,,17.5,,,,,
83767,30/10/11,0,,23.2,,0.1,4.2,19.9,93.5,1
83767,30/10/11,1200,39.4,,17.7,,,,,
83767,31/10/11,0,,25.6,,6.9,1.5,20.22,62.25,1.333333
83767,31/10/11,1200,0.7,,17.1,,,,,
83767,01/11/11,0,,25.6,,12,4.6,19.3,51.75,2
83767,01/11/11,1200,0,,12.5,,,,,
83767,02/11/11,0,,26.8,,12.1,6.2,19.76,49,1.333333
83767,02/11/11,1200,0,,12.1,,,,,
